,0
813,1
814,1
815,0
816,0
817,0
818,1
819,1
820,1
821,1
822,0
823,1
824,1
825,1
826,1
827,1
828,0
829,0
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,0
838,1
839,1
840,1
841,0
842,1
843,1
844,1
845,1
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,0
854,1
855,1
856,1
857,0
858,1
859,0
860,1
861,0
862,1
863,1
864,1
865,1
866,0
867,1
868,0
869,1
870,1
871,0
872,0
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,0
885,0
886,1
887,1
888,0
889,0
890,1
891,1
892,0
893,1
894,1
895,1
896,1
897,0
898,1
899,1
900,0
901,1
902,1
903,0
904,1
905,1
906,1
907,0
908,1
909,1
910,1
911,1
912,1
913,0
914,1
915,1
916,1
917,1
918,0
919,1
920,1
921,0
922,1
923,1
924,0
925,1
926,1
927,1
928,0
929,0
930,0
931,0
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,0
941,1
942,0
943,1
944,1
945,0
946,1
947,0
948,1
949,1
950,1
951,0
952,1
953,1
954,1
955,1
956,0
957,1
958,1
959,1
960,0
961,1
962,1
963,0
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,1
979,0
980,0
981,1
982,1
983,1
984,1
985,1
986,0
987,1
988,0
989,1
990,1
991,0
992,1
993,0
994,1
995,1
996,0
997,1
998,0
999,0
1000,1
1001,0
1002,1
1003,0
1004,1
1005,0
1006,1
1007,0
1008,1
1009,1
1010,1
1011,1
1012,1
1013,0
1014,0
1015,1
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,0
1025,1
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0
1042,1
1043,0
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,0
1053,1
1054,0
1055,1
1056,0
1057,1
1058,1
1059,1
1060,0
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,1
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1092,1
1093,1
1094,1
1095,0
1096,1
1097,0
1098,1
1099,1
1100,0
1101,1
1102,1
1103,1
1104,0
1105,0
1106,0
1107,1
1108,1
1109,0
1110,1
1111,1
1112,0
1113,1
1114,0
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,0
1122,1
1123,0
1124,1
1125,1
1126,1
1127,0
1128,1
1129,1
1130,1
1131,1
1132,0
1133,1
1134,0
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,0
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,0
1151,1
1152,0
1153,1
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,0
1172,1
1173,1
1174,1
1175,0
1176,1
1177,0
1178,1
1179,1
1180,1
1181,1
1182,0
1183,0
1184,1
1185,0
1186,0
1187,1
1188,0
1189,1
1190,0
1191,0
1192,0
1193,1
1194,1
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,1
1214,0
1215,0
1216,1
1217,1
1218,1
1219,1
1220,1
1221,0
1222,0
1223,1
1224,0
1225,1
1226,1
1227,1
1228,0
1229,0
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,0
1237,0
1238,1
1239,1
1240,1
1241,1
1242,0
1243,0
1244,0
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,0
1252,1
1253,0
1254,1
1255,0
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,0
1264,1
1265,0
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,1
1274,0
1275,1
1276,1
1277,1
1278,1
1279,0
1280,1
1281,1
1282,1
1283,0
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,1
1300,1
1301,1
1302,1
1303,0
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,0
1313,0
1314,1
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,1
1322,1
1323,1
1324,0
1325,1
1326,1
1327,0
1328,1
1329,0
1330,1
1331,0
1332,0
1333,1
1334,0
1335,1
1336,1
1337,1
1338,1
1339,1
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,0
1350,1
1351,1
1352,1
1353,1
1354,1
1355,0
1356,1
1357,0
1358,0
1359,0
1360,1
1361,1
1362,1
1363,1
1364,0
1365,1
1366,0
1367,1
1368,0
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,0
1378,1
1379,0
1380,0
1381,1
1382,0
1383,1
1384,1
1385,0
1386,1
1387,1
1388,0
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0
1420,1
1421,1
1422,1
1423,1
1424,0
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,0
1440,1
1441,0
1442,1
1443,0
1444,0
1445,1
1446,0
1447,0
1448,1
1449,1
1450,1
1451,1
1452,1
1453,0
1454,1
1455,1
1456,0
1457,1
1458,1
1459,1
1460,0
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,1
1474,0
1475,0
1476,0
1477,1
1478,0
1479,1
1480,1
1481,1
1482,1
1483,0
1484,1
1485,1
1486,0
1487,1
1488,0
1489,0
1490,1
1491,1
1492,0
1493,1
1494,1
1495,1
1496,1
1497,1
1498,0
1499,0
1500,0
1501,1
1502,0
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,1
1511,1
1512,0
1513,1
1514,0
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,1
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,0
1539,1
1540,1
1541,0
1542,1
1543,1
1544,0
1545,1
1546,0
1547,1
1548,1
1549,0
1550,0
1551,1
1552,0
1553,1
1554,1
1555,1
1556,1
1557,1
1558,0
1559,1
1560,1
1561,0
1562,0
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,0
1572,1
1573,0
1574,0
1575,1
1576,1
1577,1
1578,0
1579,1
1580,1
1581,1
1582,1
1583,1
1584,0
1585,1
1586,0
1587,0
1588,1
1589,0
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,0
1598,0
1599,1
1600,0
1601,1
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,0
1612,1
1613,1
1614,1
1615,1
1616,0
1617,1
1618,0
1619,1
1620,1
1621,0
1622,1
1623,1
1624,0
1625,1
1626,1
1627,1
1628,1
1629,0
1630,0
1631,1
1632,1
1633,1
1634,0
1635,1
1636,1
1637,0
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,0
1645,1
1646,0
1647,1
1648,1
1649,1
1650,1
1651,0
1652,0
1653,0
1654,1
1655,0
1656,1
1657,1
1658,1
1659,1
1660,1
1661,0
1662,1
1663,0
1664,1
1665,0
1666,1
1667,0
1668,0
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,0
1676,0
1677,1
1678,1
1679,1
1680,1
1681,0
1682,1
1683,1
1684,0
1685,1
1686,0
1687,1
1688,0
1689,0
1690,1
1691,1
1692,1
1693,1
1694,1
1695,0
1696,1
1697,0
1698,0
1699,1
1700,1
1701,0
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,0
1709,1
1710,0
1711,0
1712,0
1713,1
1714,1
1715,1
1716,0
1717,0
1718,1
1719,1
1720,0
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,0
1728,1
1729,0
1730,1
1731,1
1732,1
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,0
1744,1
1745,1
1746,1
1747,0
1748,1
1749,0
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,0
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,0
1771,1
1772,1
1773,0
1774,0
1775,1
1776,0
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,0
1786,1
1787,1
1788,1
1789,0
1790,1
1791,0
1792,1
1793,0
1794,1
1795,0
1796,0
1797,1
1798,0
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,0
1806,1
1807,0
1808,1
1809,1
1810,0
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,0
1818,1
1819,1
1820,0
1821,1
1822,0
1823,0
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,0
1834,1
1835,0
1836,0
1837,1
1838,1
1839,1
1840,0
1841,1
1842,0
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,0
1850,0
1851,1
1852,1
1853,1
1854,0
1855,1
1856,1
1857,0
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,0
1865,0
1866,1
1867,0
1868,1
1869,1
1870,0
1871,1
1872,1
1873,1
1874,0
1875,1
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,1
1883,0
1884,0
1885,1
1886,1
1887,1
1888,1
1889,1
1890,0
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,0
1901,1
1902,0
1903,0
1904,1
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,1
1912,0
1913,1
1914,1
1915,1
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,0
1926,1
1927,1
1928,1
1929,0
1930,1
1931,0
1932,1
1933,1
1934,1
1935,0
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,0
1946,0
1947,0
1948,1
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,0
1958,1
1959,1
1960,0
1961,1
1962,0
1963,0
1964,1
1965,0
1966,0
1967,1
1968,1
1969,0
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,0
1979,0
1980,1
1981,1
1982,1
1983,1
1984,1
1985,0
1986,1
1987,1
1988,1
1989,1
1990,1
1991,0
1992,1
1993,0
1994,1
1995,0
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,1
2006,1
2007,0
2008,0
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0
2024,1
2025,0
2026,1
2027,1
2028,0
2029,0
2030,1
2031,1
2032,1
2033,0
2034,1
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,1
2043,0
2044,0
2045,1
2046,1
2047,1
2048,1
2049,1
2050,0
2051,1
2052,1
2053,0
2054,0
2055,1
2056,1
2057,1
2058,0
2059,1
2060,0
2061,1
2062,0
2063,0
2064,1
2065,1
2066,1
2067,1
2068,1
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,0
2076,0
2077,1
2078,0
2079,1
2080,1
2081,1
2082,0
2083,0
2084,0
2085,0
2086,1
2087,1
2088,0
2089,0
2090,1
2091,1
2092,1
2093,0
2094,0
2095,1
2096,0
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,1
2104,0
2105,0
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,0
2118,1
2119,1
2120,0
2121,1
2122,0
2123,1
2124,0
2125,1
2126,1
2127,0
2128,0
2129,1
2130,1
2131,1
2132,0
2133,0
2134,1
2135,0
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,0
2143,1
2144,1
2145,1
2146,0
2147,0
2148,1
2149,1
2150,1
2151,0
2152,0
2153,1
2154,0
2155,1
2156,0
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,0
2164,1
2165,1
2166,0
2167,1
2168,1
2169,1
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,1
2182,0
2183,1
2184,0
2185,1
2186,1
2187,1
2188,1
2189,1
2190,0
2191,1
2192,0
2193,1
2194,1
2195,0
2196,1
2197,1
2198,1
2199,0
2200,1
2201,1
2202,1
2203,0
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,0
2211,0
2212,0
2213,0
2214,1
2215,1
2216,1
2217,0
2218,0
2219,1
2220,1
2221,0
2222,1
2223,0
2224,1
2225,1
2226,0
2227,1
2228,0
2229,1
2230,0
2231,0
2232,0
2233,1
2234,1
2235,1
2236,1
2237,0
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,0
2253,1
2254,1
2255,0
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,0
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2274,1
2275,1
2276,0
2277,1
2278,0
2279,1
2280,1
2281,1
2282,0
2283,0
2284,1
2285,0
2286,1
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,1
2298,1
2299,1
2300,0
2301,0
2302,0
2303,1
2304,0
2305,0
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,0
2315,0
2316,1
2317,1
2318,0
2319,1
2320,1
2321,0
2322,0
2323,0
2324,1
2325,1
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,0
2343,1
2344,1
2345,1
2346,1
2347,0
2348,0
2349,1
2350,0
2351,1
2352,0
2353,0
2354,0
2355,1
2356,1
2357,1
2358,1
2359,1
2360,0
2361,0
2362,0
2363,0
2364,0
2365,1
2366,1
2367,1
2368,1
2369,0
2370,0
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,0
2396,1
2397,0
2398,0
2399,1
2400,1
2401,0
2402,1
2403,1
2404,0
2405,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,1
2412,0
2413,0
2414,0
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,0
2427,1
2428,1
2429,1
2430,1
2431,1
2432,0
2433,0
2434,1
2435,1
2436,1
2437,1
2438,0
2439,0
2440,0
2441,1
2442,0
2443,1
2444,0
2445,1
2446,1
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,0
2458,1
2459,0
2460,1
2461,1
2462,1
2463,1
2464,0
2465,0
2466,1
2467,0
2468,0
2469,1
2470,1
2471,1
2472,1
2473,0
2474,1
2475,1
2476,0
2477,1
2478,1
2479,0
2480,0
2481,0
2482,0
2483,1
2484,1
2485,0
2486,0
2487,1
2488,1
2489,1
2490,0
2491,1
2492,1
2493,1
2494,1
2495,1
2496,0
2497,0
2498,1
2499,0
2500,1
2501,1
2502,0
2503,1
2504,0
2505,0
2506,1
2507,1
2508,0
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,1
2525,1
2526,0
2527,1
2528,1
2529,1
2530,1
2531,1
2532,0
2533,1
2534,1
2535,0
2536,0
2537,1
2538,1
2539,1
2540,0
2541,0
2542,1
2543,0
2544,1
2545,0
2546,1
2547,1
2548,1
2549,1
2550,0
2551,1
2552,0
2553,0
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,0
2561,0
2562,0
2563,1
2564,1
2565,1
2566,1
2567,1
2568,0
2569,1
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,1
2577,1
2578,1
2579,0
2580,0
2581,1
2582,0
2583,0
2584,0
2585,0
2586,0
2587,1
2588,1
2589,1
2590,1
2591,0
2592,1
2593,0
2594,1
2595,1
2596,0
2597,1
2598,0
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,0
2609,0
2610,0
2611,1
2612,1
2613,0
2614,1
2615,0
2616,0
2617,0
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,1
2625,0
2626,1
2627,1
2628,1
2629,1
2630,0
2631,0
2632,1
2633,0
2634,1
2635,0
2636,0
2637,0
2638,1
2639,1
2640,1
2641,1
2642,1
2643,0
2644,1
2645,1
2646,1
2647,1
2648,1
2649,0
2650,0
2651,0
2652,1
2653,0
2654,0
2655,1
2656,0
2657,1
2658,0
2659,0
2660,0
2661,0
2662,1
2663,0
2664,1
2665,0
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,1
2673,1
2674,1
2675,0
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,0
2686,1
2687,0
2688,1
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,0
2696,1
2697,1
2698,1
2699,1
2700,0
2701,1
2702,1
2703,1
2704,0
2705,1
2706,0
2707,1
2708,1
2709,0
2710,1
2711,0
2712,1
2713,0
2714,1
2715,0
2716,0
2717,0
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,1
2726,0
2727,0
2728,0
2729,1
2730,0
2731,0
2732,1
2733,0
2734,0
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,0
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,0
2751,1
2752,0
2753,1
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,0
2763,1
2764,1
2765,1
2766,0
2767,1
2768,1
2769,1
2770,1
2771,0
2772,0
2773,1
2774,1
2775,1
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,0
2783,1
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,0
2792,1
2793,0
2794,0
2795,1
2796,1
2797,1
2798,1
2799,0
2800,0
2801,0
2802,1
2803,1
2804,0
2805,1
2806,1
2807,0
2808,1
2809,0
2810,1
2811,1
2812,1
2813,1
2814,0
2815,1
2816,1
2817,0
2818,0
2819,0
2820,1
2821,1
2822,0
2823,1
2824,0
2825,1
2826,0
2827,0
2828,0
2829,0
2830,1
2831,0
2832,0
2833,1
2834,0
2835,0
2836,0
2837,1
2838,1
2839,0
2840,0
2841,1
2842,1
2843,1
2844,0
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,0
2853,1
2854,0
2855,1
2856,0
2857,1
2858,0
2859,1
2860,1
2861,1
2862,0
2863,1
2864,1
2865,1
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,1
2874,0
2875,1
2876,0
2877,0
2878,0
2879,1
2880,0
2881,0
2882,1
2883,1
2884,1
2885,1
2886,1
2887,0
2888,0
2889,0
2890,1
2891,1
2892,0
2893,1
2894,0
2895,1
2896,1
2897,0
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,1
2909,0
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,0
2920,1
2921,0
2922,1
2923,1
2924,1
2925,1
2926,1
2927,1
2928,1
2929,0
2930,1
2931,1
2932,1
2933,1
2934,0
2935,0
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,0
2943,0
2944,1
2945,1
2946,0
2947,1
2948,0
2949,0
2950,0
2951,0
2952,0
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,0
2960,1
2961,1
2962,0
2963,0
2964,1
2965,0
2966,0
2967,1
2968,1
2969,1
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,0
2978,1
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,1
2986,1
2987,1
2988,0
2989,1
2990,1
2991,0
2992,0
2993,0
2994,1
2995,1
2996,0
2997,1
